mesa,acta_url,partidos,votos_blanco,votos_nulos,votos_total,votos_invalidos,impugnaciones,observaciones,centro,departamento,municipio,tipo
6949,,"{'PIN': 1, 'AZUL': 5, 'PR': 0, 'TODOS': 8, 'CABAL': 0, 'PODEMOS': 9, 'VALOR UNIONISTA': 7, 'VAMOS': 20, 'UNE': 25, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 1, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 2, 'URNG-MAIZ WINAQ': 2, 'VIVA': 1, 'MI FAMILIA': 4, 'CAMBIO': 0, 'VOS': 0, 'CREO': 0, 'SEMILLA': 7}",55,28,175,0,--,Algún campo sin dato,0760,El Progreso,San Agustín Acasaguastlán,diputados
6950,,"{'PIN': 1, 'AZUL': 4, 'PR': 0, 'TODOS': 3, 'CABAL': 2, 'PODEMOS': 10, 'VALOR UNIONISTA': 7, 'VAMOS': 23, 'UNE': 25, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 1, 'VICTORIA': 3, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 3, 'URNG-MAIZ WINAQ': 0, 'VIVA': 2, 'MI FAMILIA': 2, 'CAMBIO': 1, 'VOS': 2, 'CREO': 0, 'SEMILLA': 6}",58,24,177,0,--,Algún campo sin dato,0760,El Progreso,San Agustín Acasaguastlán,diputados
6951,,"{'PIN': 0, 'AZUL': 9, 'PR': 1, 'TODOS': 4, 'CABAL': 0, 'PODEMOS': 2, 'VALOR UNIONISTA': 8, 'VAMOS': 20, 'UNE': 8, 'P A N': 1, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 1, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 1, 'URNG-MAIZ WINAQ': 2, 'VIVA': 2, 'MI FAMILIA': 0, 'CAMBIO': 1, 'VOS': 0, 'CREO': 0, 'SEMILLA': 1}",37,17,115,0,--,Algún campo sin dato,0760,El Progreso,San Agustín Acasaguastlán,diputados
6952,,"{'PIN': 0, 'AZUL': 4, 'PR': 1, 'TODOS': 2, 'CABAL': 0, 'PODEMOS': 4, 'VALOR UNIONISTA': 6, 'VAMOS': 15, 'UNE': 14, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 0, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 1, 'PHG': 0, 'PPG': 0, 'BIEN': 0, 'URNG-MAIZ WINAQ': 0, 'VIVA': 1, 'MI FAMILIA': 1, 'CAMBIO': 0, 'VOS': 0, 'CREO': 0, 'SEMILLA': 2}",39,14,104,0,--,Algún campo sin dato,0760,El Progreso,San Agustín Acasaguastlán,diputados
6953,,"{'PIN': 0, 'AZUL': 2, 'PR': 5, 'TODOS': 11, 'CABAL': 4, 'PODEMOS': 17, 'VALOR UNIONISTA': 3, 'VAMOS': 27, 'UNE': 13, 'P A N': 3, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 3, 'VICTORIA': 2, 'ELEFANTE': 3, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 15, 'URNG-MAIZ WINAQ': 1, 'VIVA': 3, 'MI FAMILIA': 6, 'CAMBIO': 6, 'VOS': 5, 'CREO': 1, 'SEMILLA': 3}",52,52,237,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6954,,"{'PIN': 0, 'AZUL': 2, 'PR': 0, 'TODOS': 15, 'CABAL': 5, 'PODEMOS': 25, 'VALOR UNIONISTA': 5, 'VAMOS': 20, 'UNE': 16, 'P A N': 1, 'PPN': 2, 'MLP': 0, 'FCN-NACION': 4, 'VICTORIA': 2, 'ELEFANTE': 0, 'UR': 0, 'PHG': 1, 'PPG': 1, 'BIEN': 6, 'URNG-MAIZ WINAQ': 0, 'VIVA': 8, 'MI FAMILIA': 5, 'CAMBIO': 1, 'VOS': 0, 'CREO': 0, 'SEMILLA': 0}",63,49,231,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6955,,"{'PIN': 0, 'AZUL': 0, 'PR': 1, 'TODOS': 8, 'CABAL': 8, 'PODEMOS': 27, 'VALOR UNIONISTA': 6, 'VAMOS': 35, 'UNE': 15, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 2, 'VICTORIA': 1, 'ELEFANTE': 0, 'UR': 1, 'PHG': 1, 'PPG': 0, 'BIEN': 10, 'URNG-MAIZ WINAQ': 2, 'VIVA': 2, 'MI FAMILIA': 1, 'CAMBIO': 2, 'VOS': 1, 'CREO': 0, 'SEMILLA': 3}",69,55,250,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6956,,"{'PIN': 1, 'AZUL': 5, 'PR': 3, 'TODOS': 13, 'CABAL': 8, 'PODEMOS': 19, 'VALOR UNIONISTA': 6, 'VAMOS': 31, 'UNE': 19, 'P A N': 1, 'PPN': 2, 'MLP': 1, 'FCN-NACION': 2, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 1, 'PHG': 1, 'PPG': 2, 'BIEN': 1, 'URNG-MAIZ WINAQ': 1, 'VIVA': 3, 'MI FAMILIA': 3, 'CAMBIO': 4, 'VOS': 1, 'CREO': 0, 'SEMILLA': 2}",53,47,230,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6957,,"{'PIN': 1, 'AZUL': 1, 'PR': 1, 'TODOS': 7, 'CABAL': 6, 'PODEMOS': 27, 'VALOR UNIONISTA': 9, 'VAMOS': 20, 'UNE': 12, 'P A N': 2, 'PPN': 5, 'MLP': 0, 'FCN-NACION': 7, 'VICTORIA': 3, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 5, 'URNG-MAIZ WINAQ': 0, 'VIVA': 9, 'MI FAMILIA': 7, 'CAMBIO': 5, 'VOS': 4, 'CREO': 2, 'SEMILLA': 7}",52,63,255,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6958,,"{'PIN': 0, 'AZUL': 1, 'PR': 0, 'TODOS': 14, 'CABAL': 13, 'PODEMOS': 18, 'VALOR UNIONISTA': 5, 'VAMOS': 26, 'UNE': 5, 'P A N': 1, 'PPN': 2, 'MLP': 0, 'FCN-NACION': 2, 'VICTORIA': 3, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 1, 'BIEN': 9, 'URNG-MAIZ WINAQ': 0, 'VIVA': 7, 'MI FAMILIA': 2, 'CAMBIO': 6, 'VOS': 4, 'CREO': 3, 'SEMILLA': 5}",34,45,206,0,--,Sumas Asentadas sin cuadrar,0761,El Progreso,San Agustín Acasaguastlán,diputados
6959,,"{'PIN': 0, 'AZUL': 5, 'PR': 3, 'TODOS': 9, 'CABAL': 2, 'PODEMOS': 22, 'VALOR UNIONISTA': 7, 'VAMOS': 16, 'UNE': 15, 'P A N': 3, 'PPN': 1, 'MLP': 1, 'FCN-NACION': 2, 'VICTORIA': 4, 'ELEFANTE': 2, 'UR': 1, 'PHG': 0, 'PPG': 1, 'BIEN': 7, 'URNG-MAIZ WINAQ': 1, 'VIVA': 7, 'MI FAMILIA': 3, 'CAMBIO': 4, 'VOS': 2, 'CREO': 2, 'SEMILLA': 6}",49,51,226,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6960,,"{'PIN': 1, 'AZUL': 6, 'PR': 1, 'TODOS': 8, 'CABAL': 2, 'PODEMOS': 21, 'VALOR UNIONISTA': 5, 'VAMOS': 19, 'UNE': 17, 'P A N': 1, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 1, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 0, 'PHG': 1, 'PPG': 0, 'BIEN': 12, 'URNG-MAIZ WINAQ': 0, 'VIVA': 8, 'MI FAMILIA': 1, 'CAMBIO': 4, 'VOS': 7, 'CREO': 3, 'SEMILLA': 9}",48,68,243,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6961,,"{'PIN': 6, 'AZUL': 5, 'PR': 0, 'TODOS': 10, 'CABAL': 2, 'PODEMOS': 24, 'VALOR UNIONISTA': 3, 'VAMOS': 7, 'UNE': 24, 'P A N': 5, 'PPN': 1, 'MLP': 0, 'FCN-NACION': 2, 'VICTORIA': 2, 'ELEFANTE': 1, 'UR': 1, 'PHG': 0, 'PPG': 0, 'BIEN': 2, 'URNG-MAIZ WINAQ': 0, 'VIVA': 7, 'MI FAMILIA': 4, 'CAMBIO': 3, 'VOS': 3, 'CREO': 0, 'SEMILLA': 7}",52,50,221,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6962,,"{'PIN': 0, 'AZUL': 2, 'PR': 2, 'TODOS': 11, 'CABAL': 3, 'PODEMOS': 10, 'VALOR UNIONISTA': 6, 'VAMOS': 18, 'UNE': 14, 'P A N': 1, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 4, 'VICTORIA': 0, 'ELEFANTE': 1, 'UR': 2, 'PHG': 0, 'PPG': 0, 'BIEN': 7, 'URNG-MAIZ WINAQ': 0, 'VIVA': 5, 'MI FAMILIA': 4, 'CAMBIO': 4, 'VOS': 2, 'CREO': 2, 'SEMILLA': 8}",37,44,187,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6963,,"{'PIN': 0, 'AZUL': 2, 'PR': 1, 'TODOS': 10, 'CABAL': 2, 'PODEMOS': 14, 'VALOR UNIONISTA': 8, 'VAMOS': 21, 'UNE': 8, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 2, 'VICTORIA': 0, 'ELEFANTE': 5, 'UR': 0, 'PHG': 1, 'PPG': 0, 'BIEN': 9, 'URNG-MAIZ WINAQ': 1, 'VIVA': 4, 'MI FAMILIA': 2, 'CAMBIO': 8, 'VOS': 4, 'CREO': 0, 'SEMILLA': 9}",28,49,188,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6964,,"{'PIN': 0, 'AZUL': 1, 'PR': 0, 'TODOS': 14, 'CABAL': 5, 'PODEMOS': 35, 'VALOR UNIONISTA': 9, 'VAMOS': 22, 'UNE': 24, 'P A N': 0, 'PPN': 1, 'MLP': 0, 'FCN-NACION': 2, 'VICTORIA': 1, 'ELEFANTE': 0, 'UR': 1, 'PHG': 1, 'PPG': 0, 'BIEN': 8, 'URNG-MAIZ WINAQ': 0, 'VIVA': 5, 'MI FAMILIA': 2, 'CAMBIO': 6, 'VOS': 3, 'CREO': 2, 'SEMILLA': 12}",26,40,220,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6965,,"{'PIN': 1, 'AZUL': 1, 'PR': 0, 'TODOS': 11, 'CABAL': 3, 'PODEMOS': 9, 'VALOR UNIONISTA': 3, 'VAMOS': 20, 'UNE': 6, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 0, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 1, 'PHG': 0, 'PPG': 0, 'BIEN': 3, 'URNG-MAIZ WINAQ': 1, 'VIVA': 4, 'MI FAMILIA': 1, 'CAMBIO': 2, 'VOS': 0, 'CREO': 1, 'SEMILLA': 9}",25,22,123,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6966,,"{'PIN': 0, 'AZUL': 1, 'PR': 0, 'TODOS': 3, 'CABAL': 5, 'PODEMOS': 14, 'VALOR UNIONISTA': 4, 'VAMOS': 13, 'UNE': 7, 'P A N': 1, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 1, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 5, 'URNG-MAIZ WINAQ': 1, 'VIVA': 6, 'MI FAMILIA': 1, 'CAMBIO': 2, 'VOS': 1, 'CREO': 0, 'SEMILLA': 6}",16,14,101,0,--,Algún campo sin dato,0761,El Progreso,San Agustín Acasaguastlán,diputados
6967,,"{'PIN': 3, 'AZUL': 3, 'PR': 0, 'TODOS': 4, 'CABAL': 4, 'PODEMOS': 6, 'VALOR UNIONISTA': 11, 'VAMOS': 19, 'UNE': 14, 'P A N': 1, 'PPN': 4, 'MLP': 1, 'FCN-NACION': 3, 'VICTORIA': 1, 'ELEFANTE': 1, 'UR': 2, 'PHG': 1, 'PPG': 3, 'BIEN': 2, 'URNG-MAIZ WINAQ': 0, 'VIVA': 4, 'MI FAMILIA': 4, 'CAMBIO': 2, 'VOS': 3, 'CREO': 1, 'SEMILLA': 2}",40,51,190,0,--,Algún campo sin dato,0762,El Progreso,San Agustín Acasaguastlán,diputados
6968,,"{'PIN': 0, 'AZUL': 4, 'PR': 1, 'TODOS': 2, 'CABAL': 0, 'PODEMOS': 4, 'VALOR UNIONISTA': 6, 'VAMOS': 2, 'UNE': 6, 'P A N': 1, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 1, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 2, 'URNG-MAIZ WINAQ': 0, 'VIVA': 5, 'MI FAMILIA': 1, 'CAMBIO': 2, 'VOS': 4, 'CREO': 0, 'SEMILLA': 1}",21,16,79,0,--,Algún campo sin dato,0762,El Progreso,San Agustín Acasaguastlán,diputados
6969,,"{'PIN': 0, 'AZUL': 0, 'PR': 0, 'TODOS': 1, 'CABAL': 0, 'PODEMOS': 2, 'VALOR UNIONISTA': 3, 'VAMOS': 3, 'UNE': 2, 'P A N': 0, 'PPN': 0, 'MLP': 0, 'FCN-NACION': 0, 'VICTORIA': 0, 'ELEFANTE': 0, 'UR': 0, 'PHG': 0, 'PPG': 0, 'BIEN': 1, 'URNG-MAIZ WINAQ': 0, 'VIVA': 0, 'MI FAMILIA': 4, 'CAMBIO': 0, 'VOS': 1, 'CREO': 1, 'SEMILLA': 0}",9,7,34,0,--,Algún campo sin dato,0762,El Progreso,San Agustín Acasaguastlán,diputados
